img/gastrointestinal-000552-pwWamkMfIR0-000772.jpg,112,229,266,348,hand
img/gastrointestinal-000534-OXlUtv2DIzY-002652.jpg,388,191,636,312,hand
img/gastrointestinal-000602-S4p9MmTfVTs-000802.jpg,408,223,450,289,hand
img/gastrointestinal-000570-qaAoYqg2vWo-003635.jpg,184,60,295,143,hand
img/breast-000210-dLap-hcBxc0-000505.jpg,3,1,627,327,hand
img/breast-000407-mq8pdoUFZ8g-000206.jpg,218,0,314,87,hand
img/gastrointestinal-000791-wDu9VyqfNu8-000750.jpg,200,0,365,268,hand
img/gastrointestinal-000626-SRQb7RGQ52M-000220.jpg,254,219,402,347,hand
img/gastrointestinal-000661-tbxSEoWwqCM-000085.jpg,419,195,596,356,hand
img/breast-000122-AE2FLFsmoeA-000710.jpg,452,108,609,279,hand
img/breast-000056-_35HaYVPBIA-000485.jpg,60,136,322,356,hand
img/breast-000273-fHZ_0htxQ4k-001410.jpg,9,109,228,312,hand
img/gastrointestinal-000661-tbxSEoWwqCM-000085.jpg,355,10,607,227,hand
img/gastrointestinal-000799-wIr-9Myre4k-001488.jpg,,,,,
img/breast-000577-Tg3Pg6f-mjg-000340.jpg,78,49,318,174,hand
img/gastrointestinal-000051-7Ku5P3nL8TA-000250.jpg,318,0,436,128,hand
img/gastrointestinal-000597-S1R95eOuSNk-001080.jpg,234,62,344,247,hand
img/gastrointestinal-000349-i2GvmqhU4og-000812.jpg,346,152,425,212,hand
img/gastrointestinal-000121-AGQ-PTm4-HA-000510.jpg,352,127,504,229,hand
img/gastrointestinal-000004-0VMxXsqmxYg-000300.jpg,397,0,634,141,hand
img/breast-000405-lMmYj17LdbM-001855.jpg,569,129,634,291,hand
img/breast-000155-BssDb0s5cdA-000930.jpg,,,,,
img/gastrointestinal-000167-BWGNKectNVA-000984.jpg,136,0,267,63,hand
img/gastrointestinal-000551-pwWamkMfIR0-000386.jpg,257,23,388,205,hand
img/gastrointestinal-000602-S4p9MmTfVTs-000802.jpg,366,209,407,273,hand
img/gastrointestinal-000150-axVfF8m0LCU-001175.jpg,253,199,533,355,hand
img/gastrointestinal-000647-T5sNqOFwTfQ-000868.jpg,120,255,451,356,hand
img/gastrointestinal-000700-TZ9IgsIMRW4-001270.jpg,92,207,333,350,hand
img/head-and-neck-000002-0oxhRpSq850-000502.jpg,117,170,443,356,hand
img/head-and-neck-000025-884CY5zcTr4-003050.jpg,0,26,203,335,hand
img/gastrointestinal-000423-l7Fd7vTBkjE-003000.jpg,311,4,536,244,hand
img/gastrointestinal-000825-wZTMcbt85J4-001720.jpg,97,102,204,176,hand
img/breast-000639-wEivan1FAIA-000248.jpg,,,,,
img/gastrointestinal-000823-wZTMcbt85J4-001032.jpg,260,73,333,183,hand
img/gastrointestinal-000347-i2GvmqhU4og-000406.jpg,336,141,397,200,hand
img/gastrointestinal-000535-OXlUtv2DIzY-003315.jpg,419,167,636,253,hand
img/breast-000270-F5wtY4Ns4nA-000775.jpg,137,149,502,356,hand
img/breast-000405-lMmYj17LdbM-001855.jpg,569,129,634,291,hand
img/breast-000320-hQGTpK3CbpE-001865.jpg,217,205,258,246,hand
img/gastrointestinal-000627-SRQb7RGQ52M-000440.jpg,,,,,
img/head-and-neck-000185-pN5bKT7U_OQ-002595.jpg,0,140,300,356,hand
img/head-and-neck-000075-feF1aRtVAvc-003475.jpg,503,73,636,356,hand
img/breast-000579-Tg3Pg6f-mjg-000680.jpg,25,76,159,169,hand
img/breast-000227-E5wtY4Ns4nA-001106.jpg,0,8,116,252,hand
img/head-and-neck-000012-2uilaptogdU-000842.jpg,221,190,460,356,hand
img/gastrointestinal-000138-aSnUUpTgYW0-001497.jpg,501,50,636,356,hand
img/breast-000224-Dqk7k7pnlVM-000980.jpg,556,124,632,201,hand
img/breast-000469-oewplXxSMrk-000736.jpg,6,93,158,356,hand
img/gastrointestinal-000052-7Ku5P3nL8TA-000500.jpg,0,0,65,82,hand
img/breast-000034-1gKMtSA6VCY-000460.jpg,364,1,634,182,hand
img/gastrointestinal-000892-zNnwVj9whYA-000384.jpg,418,62,556,209,hand
img/breast-000708-ZyWXlbQ8XdI-000933.jpg,224,24,396,94,hand
img/breast-000427-N6Er2hAGB3Y-000860.jpg,308,252,506,356,hand
img/gastrointestinal-000379-JuUFXltasaU-001440.jpg,148,87,365,261,hand
img/breast-000601-U_vxJyjmEZ0-001000.jpg,497,84,636,222,hand
img/gastrointestinal-000272-GG7IByPZKec-000518.jpg,0,0,222,157,hand
img/gastrointestinal-000688-tOLu-p5V-7o-001107.jpg,431,260,634,356,hand
img/head-and-neck-000021-884CY5zcTr4-000610.jpg,,,,,
img/gastrointestinal-000658-tBfZ8UkhAG4-000171.jpg,4,60,137,222,hand
img/gastrointestinal-000166-BWGNKectNVA-000492.jpg,253,275,559,333,hand
img/head-and-neck-000068-EUdac6A9n60-001410.jpg,,,,,
img/gastrointestinal-000350-i2GvmqhU4og-001015.jpg,181,137,249,183,hand
img/gastrointestinal-000793-wDu9VyqfNu8-002250.jpg,92,197,247,342,hand
img/gastrointestinal-000542-PsYnEXGxf-M-001442.jpg,232,96,632,288,hand
img/gastrointestinal-000051-7Ku5P3nL8TA-000250.jpg,0,65,76,175,hand
img/breast-000551-SublDZXJ7p4-000441.jpg,35,214,484,356,hand
img/gastrointestinal-000665-tbxSEoWwqCM-000425.jpg,303,13,636,234,hand
img/head-and-neck-000265-VtJtGtC3R80-002715.jpg,0,0,238,211,hand
img/gastrointestinal-000567-qaAoYqg2vWo-001454.jpg,163,227,238,297,hand
img/gastrointestinal-000001-0VMxXsqmxYg-000075.jpg,132,234,406,354,hand
img/breast-000708-ZyWXlbQ8XdI-000933.jpg,318,206,636,347,hand
img/breast-000260-EswP8VDC85s-005000.jpg,35,96,74,256,hand
img/gastrointestinal-000247-Epicflt4WBQ-000630.jpg,,,,,
img/gastrointestinal-000380-JuUFXltasaU-001800.jpg,383,175,633,355,hand
