
/home/egoodman/multitaskmodel/data/surgical_signatures/pseudo-videos/vid-177-frame-12220.jpg,310,110,418,206,bovie
/home/egoodman/multitaskmodel/data/surgical_signatures/pseudo-videos/vid-283-frame-994.jpg,41,58,86,123,bovie
/home/egoodman/multitaskmodel/data/surgical_signatures/pseudo-videos/vid-25-frame-2877.jpg,218,31,273,158,bovie
/home/egoodman/multitaskmodel/data/surgical_signatures/pseudo-videos/vid-77-frame-10592.jpg,130,146,339,216,bovie
/home/egoodman/multitaskmodel/data/surgical_signatures/pseudo-videos/vid-155-frame-2030.jpg,116,106,243,236,bovie
/home/egoodman/multitaskmodel/data/surgical_signatures/pseudo-videos/vid-224-frame-9320.jpg,175,0,336,149,bovie
/home/egoodman/multitaskmodel/data/surgical_signatures/pseudo-videos/vid-67-frame-1068.jpg,148,36,224,77,bovie
/home/egoodman/multitaskmodel/data/surgical_signatures/pseudo-videos/vid-254-frame-2375.jpg,72,47,208,113,bovie
/home/egoodman/multitaskmodel/data/surgical_signatures/pseudo-videos/vid-29-frame-7554.jpg,133,44,208,220,bovie
/home/egoodman/multitaskmodel/data/surgical_signatures/pseudo-videos/vid-186-frame-3108.jpg,128,91,299,201,bovie
/home/egoodman/multitaskmodel/data/surgical_signatures/pseudo-videos/vid-51-frame-13008.jpg,138,159,209,234,bovie
/home/egoodman/multitaskmodel/data/surgical_signatures/pseudo-videos/vid-288-frame-872.jpg,216,27,322,186,bovie
/home/egoodman/multitaskmodel/data/surgical_signatures/pseudo-videos/vid-84-frame-4552.jpg,30,47,217,129,bovie
/home/egoodman/multitaskmodel/data/surgical_signatures/pseudo-videos/vid-283-frame-923.jpg,39,34,82,109,bovie
/home/egoodman/multitaskmodel/data/surgical_signatures/pseudo-videos/vid-70-frame-1708.jpg,155,148,231,234,bovie
/home/egoodman/multitaskmodel/data/surgical_signatures/pseudo-videos/vid-21-frame-874.jpg,285,165,400,220,bovie
/home/egoodman/multitaskmodel/data/surgical_signatures/pseudo-videos/vid-277-frame-9186.jpg,210,81,432,153,bovie
/home/egoodman/multitaskmodel/data/surgical_signatures/pseudo-videos/vid-177-frame-13442.jpg,256,30,432,155,bovie
/home/egoodman/multitaskmodel/data/surgical_signatures/pseudo-videos/vid-143-frame-1022.jpg,302,58,391,200,bovie
/home/egoodman/multitaskmodel/data/surgical_signatures/pseudo-videos/vid-61-frame-307.jpg,134,50,324,132,bovie
/home/egoodman/multitaskmodel/data/surgical_signatures/pseudo-videos/vid-118-frame-12384.jpg,239,51,298,161,bovie
/home/egoodman/multitaskmodel/data/surgical_signatures/pseudo-videos/vid-131-frame-3699.jpg,53,6,220,88,bovie
/home/egoodman/multitaskmodel/data/surgical_signatures/pseudo-videos/vid-116-frame-488.jpg,28,40,62,108,bovie
/home/egoodman/multitaskmodel/data/surgical_signatures/pseudo-videos/vid-249-frame-10116.jpg,72,55,217,231,bovie
/home/egoodman/multitaskmodel/data/surgical_signatures/pseudo-videos/vid-256-frame-7256.jpg,218,4,322,100,bovie
/home/egoodman/multitaskmodel/data/surgical_signatures/pseudo-videos/vid-107-frame-805.jpg,155,34,221,112,bovie
/home/egoodman/multitaskmodel/data/surgical_signatures/pseudo-videos/vid-170-frame-150.jpg,268,0,331,136,bovie
/home/egoodman/multitaskmodel/data/surgical_signatures/pseudo-videos/vid-103-frame-1479.jpg,206,15,384,111,bovie
/home/egoodman/multitaskmodel/data/surgical_signatures/pseudo-videos/vid-196-frame-1008.jpg,129,137,317,230,bovie
/home/egoodman/multitaskmodel/data/surgical_signatures/pseudo-videos/vid-212-frame-16080.jpg,179,2,233,140,bovie
/home/egoodman/multitaskmodel/data/surgical_signatures/pseudo-videos/vid-29-frame-6295.jpg,159,32,241,217,bovie
/home/egoodman/multitaskmodel/data/surgical_signatures/pseudo-videos/vid-204-frame-924.jpg,109,10,167,129,bovie
/home/egoodman/multitaskmodel/data/surgical_signatures/pseudo-videos/vid-212-frame-6700.jpg,217,6,382,136,bovie
/home/egoodman/multitaskmodel/data/surgical_signatures/pseudo-videos/vid-58-frame-4074.jpg,41,69,184,234,bovie
/home/egoodman/multitaskmodel/data/surgical_signatures/pseudo-videos/vid-241-frame-2300.jpg,146,13,312,112,bovie
/home/egoodman/multitaskmodel/data/surgical_signatures/pseudo-videos/vid-196-frame-1638.jpg,129,108,247,241,bovie
/home/egoodman/multitaskmodel/data/surgical_signatures/pseudo-videos/vid-255-frame-1874.jpg,52,103,209,199,bovie
/home/egoodman/multitaskmodel/data/surgical_signatures/pseudo-videos/vid-264-frame-4624.jpg,247,60,413,160,bovie
/home/egoodman/multitaskmodel/data/surgical_signatures/pseudo-videos/vid-54-frame-1676.jpg,89,39,191,122,bovie
/home/egoodman/multitaskmodel/data/surgical_signatures/pseudo-videos/vid-70-frame-1281.jpg,0,78,140,220,bovie
/home/egoodman/multitaskmodel/data/surgical_signatures/pseudo-videos/vid-79-frame-9288.jpg,125,35,243,224,bovie
/home/egoodman/multitaskmodel/data/surgical_signatures/pseudo-videos/vid-144-frame-4515.jpg,117,4,295,115,bovie
/home/egoodman/multitaskmodel/data/surgical_signatures/pseudo-videos/vid-49-frame-2096.jpg,0,45,190,135,bovie
/home/egoodman/multitaskmodel/data/surgical_signatures/pseudo-videos/vid-252-frame-3006.jpg,123,89,236,223,bovie
/home/egoodman/multitaskmodel/data/surgical_signatures/pseudo-videos/vid-34-frame-2976.jpg,17,97,124,161,bovie
/home/egoodman/multitaskmodel/data/surgical_signatures/pseudo-videos/vid-223-frame-4050.jpg,72,80,245,169,bovie
/home/egoodman/multitaskmodel/data/surgical_signatures/pseudo-videos/vid-201-frame-2040.jpg,0,88,223,221,bovie
/home/egoodman/multitaskmodel/data/surgical_signatures/pseudo-videos/vid-67-frame-1246.jpg,161,46,239,229,bovie
/home/egoodman/multitaskmodel/data/surgical_signatures/pseudo-videos/vid-58-frame-5820.jpg,32,75,135,228,bovie
/home/egoodman/multitaskmodel/data/surgical_signatures/pseudo-videos/vid-227-frame-1859.jpg,150,17,196,135,bovie
